t,AF3,F7,F3,F4,F8,AF7
6960.0000,30.4830,1039.7750,380.9279,712.5548,-158.3089,123.6771
6980.0000,33.6807,1041.4606,379.0964,698.4823,-185.3848,123.3299
7000.0000,31.4046,1013.8463,366.8736,698.4874,-171.3423,147.7500
7020.0000,18.4659,985.3574,378.0944,708.5200,-189.3879,146.2948
7040.0000,18.6620,990.7372,371.8304,697.3714,-192.2534,153.8009
7060.0000,-1.5220,958.2565,352.1377,685.6311,-197.2249,148.4439
7080.0000,-1.1207,955.5990,351.8108,685.2018,-190.3704,157.7457
7100.0000,-3.4834,934.4625,349.1759,670.8121,-200.1718,155.5066
7120.0000,-20.0853,939.7810,334.7054,658.1574,-215.3138,149.5209
7140.0000,-1.7025,947.4617,347.2666,685.7554,-192.2491,158.6133
7160.0000,-3.0223,945.6317,352.7160,682.0934,-186.4066,160.4550
7180.0000,-1.7900,942.3060,358.3505,691.7689,-177.1011,176.6841
7200.0000,2.8514,929.5622,361.5953,689.0404,-181.5407,165.5401
7220.0000,4.9705,955.5402,359.4526,692.8907,-177.0815,161.7849
7240.0000,-7.8562,937.5252,349.5483,687.0605,-205.4166,134.3647
7260.0000,-27.8003,913.4135,337.5098,682.9850,-215.9854,91.7178
