t,1,2,3,4,5,6
5420.0000,2236.7117,-323.8878,1953.7249,180.0481,-130.0503,52.1666
5440.0000,2230.8965,-340.1104,1954.6357,205.1058,-129.2186,56.0998
5460.0000,2242.0417,-331.7492,1962.6207,185.7072,-141.0639,48.1550
5480.0000,2198.3960,-316.6999,1927.7294,208.5355,-129.8106,60.6593
5500.0000,2237.2847,-307.5421,1953.3992,180.2037,-140.0695,52.1461
5520.0000,2251.9001,-311.5096,1967.7661,173.9888,-147.7346,54.2716
5540.0000,2271.8008,-327.3430,1989.0833,182.2125,-142.7576,45.7649
5560.0000,2262.5747,-327.8615,1980.5757,195.8779,-140.0362,52.1717
5580.0000,2267.1277,-319.9378,1975.5502,180.3899,-136.6781,51.6304
5600.0000,2257.3853,-306.7621,1958.7805,168.5739,-128.8024,49.7459
5620.0000,2262.0557,-306.6900,1965.9612,175.2354,-127.2772,52.1889
5640.0000,2263.3035,-313.6489,1955.8982,159.7347,-138.5947,48.9957
5660.0000,2247.9392,-319.9035,1945.5129,173.0029,-132.0612,50.3338
5680.0000,2241.7075,-321.4935,1943.0756,159.2044,-133.0029,40.6996
5700.0000,2262.9734,-329.8854,1970.3788,171.1010,-143.2645,47.2880
5720.0000,2267.7419,-302.4755,1965.0046,167.6582,-129.1747,57.5516
5740.0000,2257.7629,-305.2531,1957.6514,165.1159,-133.4335,49.9629
5760.0000,2272.3652,-299.8860,1976.5996,170.0762,-126.1877,59.0212
5780.0000,2277.2417,-318.2137,1997.5721,190.4107,-137.6305,56.6083
5800.0000,2274.5930,-306.0533,1981.9760,173.0007,-140.7711,54.1808
5820.0000,2272.9031,-309.4003,1973.6414,169.2715,-147.2791,50.4969
5840.0000,2234.6897,-312.2362,1940.5615,159.1820,-153.6720,45.8838
5860.0000,2257.6118,-326.7892,1966.6086,163.2412,-152.6990,32.2828
5880.0000,2258.1924,-329.1343,1977.0695,176.3626,-159.5778,35.7760
5900.0000,2234.3640,-340.9052,1947.4504,169.5170,-156.5696,24.5064
5920.0000,2283.6865,-334.0612,1996.6266,164.2976,-159.2423,27.8331
5940.0000,2237.9319,-309.7386,1948.8767,157.7095,-156.4674,45.1950
5960.0000,2238.4697,-316.1734,1958.3187,165.2262,-154.7609,34.5400
5980.0000,2239.5632,-286.5960,1940.5857,148.3008,-154.3262,51.1491
6000.0000,2227.9407,-285.1471,1924.1437,147.0570,-154.4115,52.4533
6020.0000,2275.6592,-295.5303,1989.8416,161.9218,-145.9673,51.9699
6040.0000,2258.9685,-310.1895,1982.4352,170.8902,-142.9509,46.1248
6060.0000,2261.3594,-288.0896,1964.6566,144.5486,-148.8560,55.1524
6080.0000,2251.3074,-304.4443,1972.1553,163.4828,-131.9316,47.3287
6100.0000,2210.1143,-298.7479,1933.8522,165.8762,-137.5825,48.1341
6120.0000,2228.3135,-324.5917,1952.1710,183.7371,-136.1912,46.9277
6140.0000,2209.3938,-312.3313,1942.6338,184.8088,-125.9676,44.3581
6160.0000,2252.1584,-305.6114,1964.7197,162.8718,-140.6659,48.9977
6180.0000,2268.2893,-301.3175,1987.1147,173.2187,-136.0618,57.0182
6200.0000,2233.5508,-314.1245,1959.7280,185.3491,-137.7904,55.5442
6220.0000,2250.0000,-324.7372,1990.2615,198.8682,-147.5618,51.8277
6240.0000,2232.7178,-319.8143,1967.3625,186.8188,-156.3959,45.8861
6260.0000,2236.4067,-336.8630,1971.7256,203.7142,-153.0416,50.9213
6280.0000,2246.9246,-316.6647,1991.6903,207.1303,-152.5133,58.1477
6300.0000,2275.9167,-289.1346,2001.5951,176.8875,-153.6045,60.4622
6320.0000,2288.2769,-271.2214,2004.5503,163.6033,-155.6241,70.3825
6340.0000,2243.1423,-316.0750,1973.7808,180.1032,-166.7832,44.4479
6360.0000,2282.5195,-290.5365,2004.9747,160.6127,-166.0260,49.1990
6380.0000,2304.4231,-275.0294,2016.7649,152.5641,-163.1255,55.6952
6400.0000,2296.0352,-292.3165,2016.3938,159.6564,-151.1443,49.9995
6420.0000,2330.1619,-266.8934,2042.2322,148.5025,-145.1045,58.1182
6440.0000,2315.0442,-265.4461,2024.1906,148.5146,-161.0429,62.3954
6460.0000,2294.2876,-268.2386,2003.3896,158.2452,-147.5029,62.9369
6480.0000,2302.2090,-286.3589,2028.1316,178.9347,-148.5333,58.7042
6500.0000,2287.7139,-287.6369,2011.5303,182.6563,-143.8410,68.8661
6520.0000,2311.9934,-277.0972,2024.0640,167.9811,-143.8836,65.6012
6540.0000,2308.1411,-279.3596,2028.4414,179.2160,-137.3473,67.8706
6560.0000,2306.2637,-276.8245,2026.7870,185.9397,-128.4289,67.7034
6580.0000,2280.4209,-290.9050,1991.7053,174.6671,-133.1084,58.9408
6600.0000,2310.2161,-288.4492,2026.7642,166.5709,-146.6719,58.1848
6620.0000,2295.8623,-298.9499,2022.4185,176.4424,-146.8434,55.4850
6640.0000,2302.8328,-297.8027,2031.2914,190.4206,-139.9998,59.7029
6660.0000,2321.2158,-279.1051,2045.1509,167.4644,-143.6288,59.5545
6680.0000,2287.3975,-289.9211,2010.9065,179.0103,-143.2491,58.3541
6700.0000,2318.5850,-276.6785,2037.5549,165.1059,-140.5867,58.0323
6720.0000,2302.4338,-286.8852,2021.8666,149.0935,-157.3583,52.1236
6740.0000,2304.8320,-307.8447,2047.1156,171.6747,-160.3834,39.4589
6760.0000,2261.1150,-292.7611,1979.6729,160.9023,-168.5561,53.6087
6780.0000,2235.1743,-282.7140,1943.6150,140.0923,-169.5149,54.2969
6800.0000,2235.3416,-260.7966,1933.0723,121.6374,-156.4939,63.0257
6820.0000,2222.4458,-264.5955,1937.8998,152.7114,-152.2194,70.4831
6840.0000,2241.8987,-274.8513,1946.8641,146.1347,-163.8302,59.9113
6860.0000,2227.8455,-290.2832,1942.2712,156.8558,-155.6497,49.8614
6880.0000,2209.4651,-278.8366,1924.1011,143.3374,-145.5872,50.2275
6900.0000,2217.4575,-280.8032,1939.9829,168.3727,-146.2274,64.2943
6920.0000,2235.1270,-285.2908,1962.6630,187.5355,-134.6457,75.3659
6940.0000,2199.4858,-315.1578,1936.6716,196.6390,-123.3547,57.3505
6960.0000,2193.4841,-333.4306,1923.2642,181.7784,-139.7221,43.8637
