t,AF3,F7,F3,F4,F8,AF7
5340.0000,-175.0955,533.3252,344.5806,644.9037,-272.6270,-972.2672
5360.0000,-157.6133,546.7397,356.4174,648.0439,-263.1228,-959.5243
5380.0000,-173.1477,533.3484,344.5919,647.8612,-282.7313,-973.3151
5400.0000,-176.5623,532.5968,341.3888,635.1754,-294.0314,-993.5021
5420.0000,-200.2437,493.3219,324.6023,631.8611,-304.8331,-990.3456
5440.0000,-189.5730,508.6338,336.3825,631.1689,-322.9503,-1006.4761
5460.0000,-201.3289,520.3664,321.6024,630.7687,-306.8993,-1001.3862
5480.0000,-153.4878,538.6152,333.3788,622.2548,-287.9250,-980.4318
5500.0000,-176.3736,537.3945,318.6310,629.6809,-273.8478,-988.4042
5520.0000,-189.3997,542.5286,325.3810,633.2435,-276.8652,-980.4033
5540.0000,-199.4946,529.4277,317.6183,638.6954,-298.9372,-1007.4381
5560.0000,-183.2537,540.4580,327.3867,637.3467,-298.8969,-1012.3946
5580.0000,-193.5821,518.4529,323.6072,638.6563,-293.9418,-1012.4597
5600.0000,-192.1904,496.4072,314.4052,636.3446,-282.8512,-1010.3835
5620.0000,-183.7528,503.5428,318.5934,638.6143,-281.9122,-1008.4825
5640.0000,-212.0682,497.4586,316.4189,635.4404,-289.8694,-1026.3688
5660.0000,-203.8967,492.5753,319.5566,632.5408,-299.9395,-1030.5112
5680.0000,-222.8758,473.3816,304.4305,629.4309,-303.9315,-1020.3511
5700.0000,-218.0353,507.5646,320.5443,635.5314,-306.9178,-1015.5130
5720.0000,-188.7261,500.3662,326.4592,640.4995,-277.8997,-1004.3269
5740.0000,-194.1692,503.6558,314.5027,635.4982,-278.8182,-1009.5373
5760.0000,-182.5167,501.2932,328.5189,643.4556,-274.9257,-986.2840
5780.0000,-178.3568,539.6870,332.4853,643.4916,-287.7971,-987.5538
5800.0000,-184.3321,534.2773,323.5408,640.5559,-272.9710,-996.2562
5820.0000,-192.5279,539.7176,318.4297,637.4292,-274.7048,-1016.5947
5840.0000,-208.1821,531.2498,310.5916,624.5351,-278.0548,-1001.2427
5860.0000,-220.7829,524.6732,294.3541,629.3896,-295.6999,-1027.6385
5880.0000,-205.9626,558.2560,301.6432,629.5592,-291.1587,-1017.2124
5900.0000,-229.9249,524.6992,285.2896,620.4126,-311.6450,-1045.6660
5920.0000,-227.7820,538.2589,291.7100,635.6112,-300.2751,-1031.2002
5940.0000,-206.2102,539.7859,309.2495,625.3950,-272.4622,-987.6765
5960.0000,-203.5329,543.1516,293.7628,624.5872,-278.3150,-996.1475
5980.0000,-188.4356,546.7431,310.1721,626.4190,-243.3889,-979.7129
6000.0000,-188.3240,544.2049,310.8293,622.6168,-242.4233,-987.1050
6020.0000,-183.6458,543.7729,317.1241,640.3684,-256.3186,-965.7477
6040.0000,-191.1068,532.1299,311.9078,635.6527,-276.5070,-970.0588
6060.0000,-196.8304,528.8203,319.0534,635.3537,-250.1933,-961.7677
6080.0000,-194.8157,500.2025,310.9591,635.6673,-277.6160,-960.0336
6100.0000,-183.0802,517.8068,307.9818,622.3161,-266.1219,-953.8002
6120.0000,-194.5920,513.2537,316.0260,627.6590,-299.7761,-989.0132
6140.0000,-177.2730,504.7410,305.9137,624.2817,-286.9714,-964.8432
6160.0000,-196.3870,517.2244,314.1107,633.6204,-274.8244,-978.9703
6180.0000,-178.4877,528.7510,326.8361,641.3471,-268.9094,-960.8712
6200.0000,-179.1881,531.2513,327.1754,630.7133,-283.9645,-966.9438
6220.0000,-173.6649,566.7547,326.7550,634.2478,-287.7463,-962.9203
6240.0000,-180.9765,573.2952,314.2730,625.7358,-278.0377,-970.8895
6260.0000,-182.9119,569.6831,328.6967,628.2830,-301.6696,-988.9608
6280.0000,-151.8277,599.4315,334.3625,633.6869,-271.1321,-949.8657
6300.0000,-155.0449,591.6198,329.6027,641.2839,-238.5059,-941.9630
6320.0000,-149.6248,596.5125,340.4449,645.7867,-216.3166,-923.8333
6340.0000,-183.2859,593.5684,311.5347,626.2564,-267.4646,-975.0013
6360.0000,-175.3901,597.5639,312.5181,638.7429,-235.3612,-950.8160
6380.0000,-166.4566,598.3810,318.4409,646.2344,-217.3346,-947.0126
6400.0000,-181.2695,560.6957,314.5919,645.8426,-247.5041,-950.8031
